iter	Logloss
123	0.1490608897
124	0.148988608
125	0.1489226052
126	0.1488612236
127	0.1488027024
128	0.1487061666
129	0.1486614059
130	0.1485791088
131	0.1485727593
132	0.1485687621
133	0.1485648562
134	0.1484850914
135	0.1484796766
136	0.1484718326
137	0.1484665688
138	0.148386457
139	0.1483482157
140	0.1483237881
141	0.148249898
142	0.1482446793
143	0.1482385583
144	0.1481818741
145	0.1481151312
146	0.1481098197
147	0.1481054169
148	0.1480999663
149	0.1480936294
150	0.1480414361
151	0.1480350756
152	0.1480282988
153	0.1480213711
154	0.1480157379
155	0.1480092548
156	0.1480036394
157	0.1479971663
158	0.1479907538
159	0.1479093416
160	0.1479032121
161	0.1478975749
162	0.1478331937
163	0.1478284492
164	0.1478229865
165	0.1478175045
166	0.1478121409
167	0.1477476581
168	0.1477431391
169	0.1476783946
170	0.1476741946
171	0.1475605431
172	0.1475561663
173	0.1475030585
174	0.1474466746
175	0.1474420018
176	0.1473814379
177	0.147334516
178	0.1472875763
179	0.1472831571
180	0.147229539
181	0.147188947
182	0.1471850279
183	0.1471222403
184	0.1470660022
185	0.1469908982
186	0.1469865224
187	0.1469313343
188	0.1468745621
189	0.1468704931
190	0.1468157407
191	0.146758995
192	0.1466935909
193	0.146689573
194	0.1466286614
195	0.1465714956
196	0.1465669777
197	0.1465064822
198	0.1464754853
199	0.1463944329
200	0.1463273918
201	0.1463237024
202	0.1462712185
203	0.1461944194
204	0.1461328047
205	0.1461269874
206	0.1460765984
207	0.1460229442
208	0.1459729464
209	0.1459193394
210	0.1458608304
211	0.1458117337
212	0.1457723034
213	0.1457142573
214	0.1456648945
215	0.1456614027
216	0.1456045184
217	0.1455995047
218	0.1455947775
219	0.1455905945
220	0.1455444233
221	0.1455128474
222	0.1454594158
223	0.1454147808
224	0.1454108073
225	0.1453678123
226	0.1453161242
227	0.1453127765
228	0.1452619344
229	0.1452112523
230	0.1452076421
231	0.1451406676
232	0.1451010349
233	0.14504714
234	0.1449885314
235	0.1449506151
236	0.1449046478
237	0.1448537813
238	0.1448498754
239	0.1447975764
240	0.1447945237
241	0.1447539609
242	0.1446886037
243	0.1446855553
244	0.1446393875
245	0.1445888038
246	0.1445491784
247	0.1445077878
248	0.144504196
249	0.1445013245
250	0.1444589516
251	0.1444254373
252	0.1443646627
253	0.1443617954
254	0.1443154854
255	0.1442856025
256	0.1442818109
257	0.1442786335
258	0.1442239656
259	0.1442212392
260	0.1441803211
261	0.1441436878
262	0.144110351
263	0.1440763716
264	0.144025659
265	0.1439826492
266	0.1439412551
267	0.1439053965
268	0.143856978
269	0.1438542506
270	0.1438116341
271	0.1437611303
272	0.1437585287
273	0.1437553763
274	0.1437045214
275	0.1437019097
276	0.1436547471
277	0.1436156804
278	0.1436123967
279	0.1435615838
280	0.1435172167
281	0.1434585403
282	0.1434355192
283	0.1434007641
284	0.1433653558
285	0.1433283072
286	0.1432674751
287	0.143231132
288	0.1432286194
289	0.1432262054
290	0.1431727019
291	0.1431702977
292	0.1431209879
293	0.1430759534
294	0.1430483793
295	0.1430072584
296	0.1429630185
297	0.1429603722
298	0.1429282916
299	0.1428893756
300	0.1428500023
301	0.1428181136
302	0.1427802212
303	0.1427778679
304	0.1427527191
305	0.1427145702
306	0.1426741719
307	0.1426181768
308	0.1426159017
309	0.1425908467
310	0.1425471852
311	0.1425446238
312	0.1425039329
313	0.1424611345
314	0.1424588821
315	0.1424288276
316	0.1423860137
317	0.1423307765
318	0.1423285945
319	0.1422812664
320	0.1422784582
321	0.1422445707
322	0.1422423941
323	0.1422021961
324	0.1421618523
325	0.142159743
326	0.1421263064
327	0.1421242253
328	0.1420780306
329	0.1420442807
330	0.1420155131
331	0.1419684636
332	0.1419353515
333	0.1419332803
334	0.1418681223
335	0.1418282569
336	0.1418013782
337	0.1417718164
338	0.1417290657
339	0.1416914392
340	0.141689395
341	0.1416593449
342	0.1416128887
343	0.1416106119
344	0.1415712286
345	0.1415358043
346	0.1415338023
347	0.1415010955
348	0.1414712339
349	0.1414688275
350	0.1414332484
351	0.1413883972
352	0.1413412324
353	0.1413392665
354	0.1412858772
355	0.1412545857
356	0.1412090409
357	0.1411799762
358	0.1411780524
359	0.1411401509
360	0.1411381231
361	0.1411040885
362	0.1410639431
363	0.141030136
364	0.1409831348
365	0.1409483959
366	0.1409465512
367	0.1409447315
368	0.1409424965
369	0.1409132198
370	0.140868041
371	0.1408662681
372	0.1408387677
373	0.1408009805
374	0.1407591167
375	0.1407569781
376	0.1407393243
377	0.1407375761
378	0.1407012343
379	0.1406534788
380	0.1406174966
381	0.1405828113
382	0.140581087
383	0.1405409873
384	0.1405090591
385	0.1404687191
386	0.1404333815
387	0.1403945951
388	0.1403664328
389	0.1403400579
390	0.1403016115
391	0.140275656
392	0.1402735391
393	0.1402306824
394	0.1402290156
395	0.1401952092
396	0.1401616033
397	0.1401593824
398	0.1401388807
399	0.1401035697
400	0.1401019008
401	0.1400743035
402	0.1400433915
403	0.1400417464
404	0.1400401318
405	0.1399916542
406	0.1399539599
407	0.1399165925
408	0.1398842068
409	0.1398826299
410	0.1398810683
411	0.1398450472
412	0.1398426398
413	0.1398114201
414	0.1398099073
415	0.1397687476
416	0.1397365566
417	0.1397344906
418	0.1397018058
419	0.1396688884
420	0.1396370095
421	0.1396230118
422	0.1395761264
423	0.1395474754
424	0.1395208502
425	0.1394848356
426	0.1394446544
427	0.1394223256
428	0.1393918375
429	0.1393902845
430	0.1393590697
431	0.1393101491
432	0.1392786987
433	0.1392772001
434	0.1392425814
435	0.139241126
436	0.1391913822
437	0.1391697715
438	0.1391268267
439	0.1391206965
440	0.1390980434
441	0.1390727626
442	0.1390713182
443	0.1390695354
444	0.1390319307
445	0.1389844257
446	0.1389540469
447	0.1389113983
448	0.1388868191
449	0.1388854082
450	0.1388840148
451	0.1388362449
452	0.1388343664
453	0.1387969958
454	0.1387506621
455	0.1386993553
456	0.1386573166
457	0.1386558721
458	0.1386081975
459	0.1385778463
460	0.1385712178
461	0.1385389688
462	0.1385068283
463	0.1384816817
464	0.138480031
465	0.1384441691
466	0.1384110274
467	0.1383720093
468	0.1383359127
469	0.1382932714
470	0.1382798132
471	0.1382784424
472	0.1382346465
473	0.1382332563
474	0.138187376
475	0.1381594336
476	0.1381581647
477	0.1381296918
478	0.138117975
479	0.1380899975
480	0.1380785061
481	0.1380484567
482	0.1380172982
483	0.1379871065
484	0.1379720735
485	0.137970782
486	0.1379353182
487	0.1379340428
488	0.137897147
489	0.1378623515
490	0.1378610718
491	0.13782393
492	0.1378200755
493	0.1377803367
494	0.1377400767
495	0.1376964626
496	0.1376616426
497	0.1376421883
498	0.1376409335
499	0.1376127342
500	0.1375838593
501	0.1375537856
502	0.1375295416
503	0.1375283108
504	0.1374929724
505	0.13744756
506	0.1374150319
507	0.137360714
508	0.1373450085
509	0.1373062002
510	0.1372677189
511	0.1372224729
512	0.1372212726
513	0.1371840067
514	0.1371538586
515	0.1371262005
516	0.1371015141
517	0.1371003245
518	0.1370721511
519	0.1370356458
520	0.1370097404
521	0.1369737805
522	0.1369359935
523	0.1369082557
524	0.1369070802
525	0.1368677436
526	0.1368373043
527	0.136808867
528	0.1367795262
529	0.136778331
530	0.1367375515
531	0.1367360558
532	0.136734889
533	0.1367050099
534	0.1366922087
535	0.1366910613
536	0.1366522607
537	0.1366246984
538	0.1366031387
539	0.136569684
540	0.136544818
541	0.1365074471
542	0.1364659131
543	0.136440485
544	0.1364393636
545	0.1364382272
546	0.1363967645
547	0.136350587
548	0.1363364181
549	0.1363147515
550	0.1362921417
551	0.1362668063
552	0.1362656957
553	0.1362376138
554	0.1362038812
555	0.1362027771
556	0.1361709027
557	0.1361360667
558	0.1361126271
559	0.1360871375
560	0.1360514113
561	0.1360219236
562	0.1359908785
563	0.1359599613
564	0.1359452203
565	0.1359145002
566	0.1358808834
567	0.1358399211
568	0.1358388519
569	0.1358064017
570	0.1358052825
571	0.1357821897
572	0.1357432919
573	0.135701996
574	0.1357009288
575	0.1356785473
576	0.135640845
577	0.1356109715
578	0.1355948823
579	0.1355458376
580	0.1355447174
581	0.1355430527
582	0.1355136777
583	0.1354852024
584	0.1354601488
585	0.1354283492
586	0.1354040605
587	0.1353741349
588	0.1353485083
589	0.1353230376
590	0.1352951172
591	0.1352800429
592	0.1352564598
593	0.1352272077
594	0.135192788
595	0.1351779451
596	0.1351432578
597	0.1351230356
598	0.1351049586
599	0.1350712648
600	0.1350340988
601	0.1350073494
602	0.134972268
603	0.1349277997
604	0.1349037105
605	0.1348599483
606	0.1348589387
607	0.1348348475
608	0.1348089814
609	0.134808
610	0.1347771852
611	0.1347755686
612	0.1347516119
613	0.1347367968
614	0.1347212113
615	0.1346964321
616	0.134664157
617	0.1346262398
618	0.134621951
619	0.1346207287
620	0.1345903284
621	0.1345654266
622	0.1345498321
623	0.1345264898
624	0.1344898143
625	0.1344819719
626	0.1344533798
627	0.1344086178
628	0.1343726529
629	0.1343206603
630	0.1343196138
631	0.1342742477
632	0.134252775
633	0.1342514434
634	0.1342144309
635	0.1341921435
636	0.1341911547
637	0.1341438993
638	0.1341200877
639	0.1341011941
640	0.1340647974
641	0.1340292014
642	0.1339874457
643	0.1339615691
644	0.1339261833
645	0.1338858314
646	0.1338460551
647	0.133845092
648	0.1338218743
649	0.1338209351
650	0.1337950632
651	0.1337940795
652	0.1337608918
653	0.1337195699
654	0.1336839085
655	0.1336637885
656	0.1336275154
657	0.1336265969
658	0.1336139908
659	0.1335772398
660	0.1335535584
661	0.1335182666
662	0.1334951822
663	0.1334578873
664	0.133434489
665	0.1334006952
666	0.1333726433
667	0.1333715034
668	0.1333455944
669	0.1333204005
670	0.1332832215
671	0.133282328
672	0.1332608578
673	0.1332234241
674	0.1332069254
675	0.1331829253
676	0.1331464959
677	0.133145624
678	0.1331271104
679	0.1330892021
680	0.1330751154
681	0.1330516594
682	0.1330507919
683	0.133049922
684	0.1330145665
685	0.1330001737
686	0.1329700559
687	0.1329584773
688	0.1329366804
689	0.1329142866
690	0.1329134113
691	0.132881533
692	0.1328806263
693	0.1328797317
694	0.1328385792
695	0.132809558
696	0.1328086861
697	0.1327754161
698	0.1327428785
699	0.1327420944
700	0.1327122666
701	0.1327114197
702	0.132687721
703	0.1326700227
704	0.1326621005
705	0.1326385378
706	0.1326376811
707	0.1326155177
708	0.1325979147
709	0.1325717815
710	0.1325397237
711	0.1325192301
712	0.1325044379
713	0.1324677272
714	0.1324668825
715	0.1324586236
716	0.1324460561
717	0.1324091837
718	0.1323953818
719	0.1323739025
720	0.1323730771
721	0.1323440516
722	0.1323232334
723	0.1323004672
724	0.1322735162
725	0.1322462562
726	0.1322239452
727	0.1321945677
728	0.1321918326
729	0.1321594493
730	0.1321409764
731	0.1321128347
732	0.1320910729
733	0.1320536185
734	0.1320164143
735	0.131990605
736	0.1319563637
737	0.1319278451
738	0.1319271165
739	0.1318922818
740	0.1318915205
741	0.1318565736
742	0.1318299226
743	0.1318200116
744	0.1317828454
745	0.1317592748
746	0.1317331531
747	0.1316982116
748	0.1316790223
749	0.1316782425
750	0.1316508066
751	0.1316324398
752	0.1315866145
753	0.1315758803
754	0.1315356667
755	0.1315083766
756	0.1314769271
757	0.1314501369
758	0.1314358678
759	0.1314351097
760	0.1314025704
761	0.1313836901
762	0.1313625281
763	0.1313408585
764	0.1313089698
765	0.1313078605
766	0.1312860169
767	0.1312767762
768	0.1312760279
769	0.1312591112
770	0.1312575986
771	0.1312284571
772	0.1311981536
773	0.1311957762
774	0.1311544913
775	0.1311333485
776	0.1311070008
777	0.1311062416
778	0.1311015236
779	0.1310802446
780	0.1310677087
781	0.1310669625
782	0.1310327182
783	0.1310313163
784	0.1310066618
785	0.1309728136
786	0.1309603247
787	0.1309366683
788	0.1309359341
789	0.1309103839
790	0.1308829016
791	0.1308763171
792	0.1308755656
793	0.1308502584
794	0.1308178221
795	0.1307786927
796	0.1307779703
797	0.1307772395
798	0.1307490231
799	0.1307202776
800	0.1306976992
801	0.1306744574
802	0.130673748
803	0.1306494587
804	0.1306252161
805	0.1305962656
806	0.130574051
807	0.1305525844
808	0.1305293989
809	0.1304900187
810	0.1304893419
811	0.1304654134
812	0.130444112
813	0.130415415
814	0.1303878233
815	0.1303710292
816	0.1303609417
817	0.1303428392
818	0.1303145861
819	0.1302783949
820	0.1302499395
821	0.1302291044
822	0.1302273418
823	0.130226638
824	0.1302259559
825	0.130188132
826	0.1301458386
827	0.1301451295
828	0.130129957
829	0.1300953523
830	0.1300322809
831	0.1300316226
832	0.1300021615
833	0.1299786904
834	0.1299558281
835	0.1299222619
836	0.1299069579
837	0.1298749194
838	0.1298639361
839	0.1298489747
840	0.129848298
841	0.1298257207
842	0.1298092868
843	0.1297769543
844	0.1297415797
845	0.1297140981
846	0.129685633
847	0.1296575668
848	0.1296569053
849	0.1296139554
850	0.129582054
851	0.1295533923
852	0.129552721
853	0.1295218578
854	0.1294992157
855	0.1294792892
856	0.1294786689
857	0.1294561211
858	0.1294267652
859	0.1294261276
860	0.1294069626
861	0.1294063347
862	0.1294050714
863	0.1294041486
864	0.1293741852
865	0.1293613867
866	0.1293266464
867	0.129295641
868	0.1292664695
869	0.129237276
870	0.1292081477
871	0.1291687562
872	0.1291295705
873	0.1291024198
874	0.1291017539
875	0.1290857274
876	0.1290747896
877	0.1290381819
878	0.1290375343
879	0.1290369108
880	0.1289987396
881	0.1289823726
882	0.1289562657
883	0.1289556453
884	0.1289053964
885	0.1289047718
886	0.1288713538
887	0.1288707595
888	0.1288576295
889	0.1288423752
890	0.1288061423
891	0.1288055415
892	0.1287760502
893	0.1287591075
894	0.1287334191
895	0.128707499
896	0.1287068797
897	0.1286843616
898	0.1286628698
899	0.1286341614
900	0.1286084482
901	0.1285869972
902	0.1285517477
903	0.1284989491
904	0.128490221
905	0.1284671367
906	0.1284665295
907	0.128444972
908	0.1284138287
909	0.1283975336
910	0.128381053
911	0.1283717074
912	0.1283710871
913	0.1283586438
914	0.1283199653
915	0.1283026641
916	0.1282827505
917	0.1282642885
918	0.1282534479
919	0.1282223276
920	0.1281944236
921	0.1281725986
922	0.1281650849
923	0.1281414136
924	0.1281361691
925	0.1281213885
926	0.1281001101
927	0.1280899387
928	0.1280608158
929	0.1280588395
930	0.1280582539
931	0.1280562453
932	0.1280304429
933	0.1280028721
934	0.1280022996
935	0.1279752592
936	0.1279476949
937	0.1279345935
938	0.1278936013
939	0.1278930331
940	0.1278652152
941	0.1278646307
942	0.1278458236
943	0.1278452327
944	0.1278351439
945	0.1278345833
946	0.1278267075
947	0.1278016782
948	0.1277839512
949	0.1277540709
950	0.1277299868
951	0.1277043142
952	0.1276792009
953	0.1276664464
954	0.127643158
955	0.1276298959
956	0.1275885244
957	0.1275681247
958	0.1275675491
959	0.127543542
960	0.1275172535
961	0.1275109101
962	0.127488473
963	0.1274528495
964	0.1274225802
965	0.1274071285
966	0.1273923448
967	0.1273704732
968	0.1273510983
969	0.1273326731
970	0.1273321189
971	0.1273315681
972	0.1273012135
973	0.1272757034
974	0.1272423893
975	0.1272063303
976	0.1271843586
977	0.1271592942
978	0.1271587488
979	0.1271398379
980	0.1271341693
981	0.127123886
982	0.1271044754
983	0.1270968845
984	0.1270963554
985	0.127084327
986	0.127069265
987	0.1270582023
988	0.1270576613
989	0.1270304043
990	0.1269939507
991	0.126988595
992	0.126986939
993	0.1269613881
994	0.1269440279
995	0.1269080014
996	0.1269074549
997	0.1268850852
998	0.1268845624
999	0.1268596603
